iter,id,x,y,fitness
0,0,997.1316,759.5855,0.0000
0,1,442.3353,845.3348,0.0000
0,2,254.7394,268.8533,0.0000
0,3,38.8290,889.8184,0.0000
0,4,825.7177,960.3577,0.0000
0,5,265.6953,512.6312,0.0000
0,6,895.3147,332.7377,0.0000
0,7,647.1660,323.6070,0.0000
0,8,393.7798,933.0186,0.0000
0,9,285.1011,616.4338,0.0000
0,10,485.5147,220.4062,0.0000
0,11,430.1935,967.6942,0.0000
0,12,280.6719,192.5299,0.0000
0,13,238.2645,435.3597,0.0000
0,14,627.4717,841.4670,0.0000
0,15,144.2673,624.6034,0.0000
0,16,601.0525,586.6026,0.0000
0,17,469.9381,855.7919,0.0000
0,18,855.4559,508.7672,0.0000
0,19,745.6103,681.1736,0.0000
0,20,469.1248,11.3056,0.0000
0,21,193.8048,364.4396,0.0000
0,22,344.0433,840.9709,0.0000
0,23,688.0465,737.8231,0.0000
0,24,773.9894,973.1477,0.0000
0,25,354.2569,259.5041,0.0000
0,26,193.5538,784.4504,0.0000
0,27,227.1984,474.2257,0.0000
0,28,976.9803,465.4629,0.0000
0,29,909.5855,604.4521,0.0000
0,30,306.9299,53.8528,0.0000
0,31,229.0554,907.9823,0.0000
0,32,640.4554,698.9936,0.0000
0,33,763.7742,495.9113,0.0000
0,34,207.7607,509.3845,0.0000
0,35,177.0849,676.8855,0.0000
0,36,520.6901,370.8897,0.0000
0,37,41.3251,864.7334,0.0000
0,38,211.8606,729.3716,0.0000
0,39,602.5565,985.8500,0.0000
0,40,702.5193,956.8134,0.0000
0,41,245.3541,896.0731,0.0000
0,42,741.2638,472.5525,0.0000
0,43,370.2989,718.2441,0.0000
0,44,938.0154,279.8843,0.0000
0,45,322.6962,244.9453,0.0000
0,46,333.7371,551.7516,0.0000
0,47,152.9276,974.1925,0.0000
0,48,250.7451,916.7018,0.0000
0,49,470.1038,458.5059,0.0000
0,50,426.0863,647.1886,0.0000
0,51,135.3914,946.7764,0.0000
0,52,18.0783,176.7165,0.0000
0,53,811.5097,229.9389,0.0000
0,54,906.0881,414.0662,0.0000
0,55,215.7889,608.6074,0.0000
0,56,370.8796,461.1430,0.0000
0,57,504.6805,112.1434,0.0000
0,58,933.6955,874.9794,0.0000
0,59,830.3875,871.7110,0.0000
0,60,154.8638,153.0837,0.0000
0,61,116.6562,488.6009,0.0000
0,62,704.8353,269.5838,0.0000
0,63,462.7934,955.5804,0.0000
0,64,186.2856,932.8971,0.0000
0,65,414.0863,612.3719,0.0000
0,66,580.0858,549.4777,0.0000
0,67,559.1483,598.1641,0.0000
0,68,726.1941,370.6581,0.0000
0,69,828.1030,632.2822,0.0000
0,70,784.7243,43.8918,0.0000
0,71,240.8896,155.6040,0.0000
0,72,505.0348,745.5702,0.0000
0,73,267.7474,438.7304,0.0000
0,74,620.5496,98.1349,0.0000
0,75,310.4413,775.4133,0.0000
0,76,251.2186,427.0975,0.0000
0,77,264.0142,956.0539,0.0000
0,78,696.6814,726.8076,0.0000
0,79,911.6343,882.9670,0.0000
0,80,659.7048,325.7205,0.0000
0,81,495.3390,239.7905,0.0000
0,82,875.1982,54.4873,0.0000
0,83,837.9546,601.3923,0.0000
0,84,425.1454,666.0576,0.0000
0,85,233.6746,209.8697,0.0000
0,86,709.9494,474.5642,0.0000
0,87,365.4737,214.9842,0.0000
0,88,220.1344,633.2211,0.0000
0,89,653.7146,840.6840,0.0000
0,90,731.3560,964.1559,0.0000
0,91,616.0973,982.5746,0.0000
0,92,391.2534,880.1116,0.0000
0,93,938.6284,87.9348,0.0000
0,94,606.9192,850.2627,0.0000
0,95,970.9018,266.6240,0.0000
0,96,175.9833,466.2408,0.0000
0,97,506.4145,51.1815,0.0000
0,98,520.7281,344.3691,0.0000
0,99,652.5738,945.8735,0.0000
100,0,950.5352,471.5472,71.6606
100,1,948.2960,475.3496,64.3170
100,2,949.9795,471.1440,67.3926
100,3,950.3127,471.3877,71.6606
100,4,950.4824,471.3130,71.6606
100,5,950.2457,471.4364,71.6606
100,6,951.4312,470.4666,59.0869
100,7,950.3121,471.3179,71.6606
100,8,950.4771,471.3244,71.6606
100,9,950.2864,471.3733,71.6606
100,10,950.3137,471.3178,71.6606
100,11,958.6244,465.5742,48.9700
100,12,950.6507,471.3242,71.6606
100,13,948.6167,469.1792,68.3495
100,14,950.3633,471.4174,71.6606
100,15,950.4319,471.3464,71.6606
100,16,950.6192,471.2783,71.6606
100,17,950.3887,471.4141,71.6606
100,18,948.5605,472.2916,63.1630
100,19,953.4448,471.4389,51.4077
100,20,950.5420,471.3577,71.6606
100,21,950.5706,471.3675,71.6606
100,22,949.1532,471.7275,67.3926
100,23,950.3523,471.6092,71.6606
100,24,950.6435,471.2446,71.6606
100,25,950.3439,471.3153,71.6606
100,26,950.4677,471.3214,71.6606
100,27,949.7234,471.3593,67.3926
100,28,950.4936,471.3195,71.6606
100,29,955.6332,477.3598,53.0400
100,30,950.5740,471.4201,71.6606
100,31,948.9946,472.2304,63.1630
100,32,949.4170,474.6399,62.6680
100,33,950.3803,471.3567,71.6606
100,34,947.8230,471.4540,61.8399
100,35,950.5140,471.3211,71.6606
100,36,948.0835,470.5210,63.0700
100,37,950.4212,471.3242,71.6606
100,38,950.2915,471.4232,71.6606
100,39,949.8178,473.4198,55.5210
100,40,950.3305,471.5678,71.6606
100,41,949.2865,472.1469,68.6363
100,42,948.2669,470.9567,63.0700
100,43,949.1537,471.9830,67.3926
100,44,950.5210,471.4240,71.6606
100,45,949.0942,470.6484,47.6606
100,46,948.0612,471.6450,61.3394
100,47,950.3274,471.4114,71.6606
100,48,948.6071,472.4854,63.1630
100,49,952.3538,471.3217,54.0084
100,50,950.5250,471.3681,71.6606
100,51,950.3386,471.3908,71.6606
100,52,950.5123,471.3520,71.6606
100,53,950.4408,469.3366,62.5304
100,54,951.5948,469.7266,51.2454
100,55,950.4868,471.3367,71.6606
100,56,948.7769,471.3214,61.3394
100,57,950.6162,471.4508,71.6606
100,58,950.3953,471.5473,71.6606
100,59,951.8696,471.4276,65.1563
100,60,950.2975,471.3211,71.6606
100,61,950.4376,471.3567,71.6606
100,62,950.6432,471.4570,71.6606
100,63,950.3037,471.4669,71.6606
100,64,950.4338,471.3317,71.6606
100,65,950.2705,471.3414,71.6606
100,66,950.3038,471.3717,71.6606
100,67,949.5547,471.6147,67.3926
100,68,950.4053,471.3578,71.6606
100,69,950.5287,471.3132,71.6606
100,70,950.1970,470.3701,59.0431
100,71,951.7707,471.7243,65.1563
100,72,950.3270,471.3935,71.6606
100,73,948.5992,471.0928,61.3394
100,74,950.3070,471.2546,71.6606
100,75,950.5676,471.5577,71.6606
100,76,949.1235,471.2469,67.3926
100,77,950.2868,471.4675,71.6606
100,78,950.4094,471.3314,71.6606
100,79,951.4743,475.2949,61.5697
100,80,950.3077,471.3195,71.6606
100,81,950.2580,471.2589,71.6606
100,82,952.1573,471.2817,54.0084
100,83,950.3564,471.4834,71.6606
100,84,950.5272,471.3057,71.6606
100,85,950.2266,471.2604,71.6606
100,86,950.4622,470.5675,59.0431
100,87,950.3564,471.3228,71.6606
100,88,950.4551,471.3502,71.6606
100,89,950.4181,471.5656,71.6606
100,90,952.9679,472.7204,58.1030
100,91,950.2695,471.5502,71.6606
100,92,950.3314,471.4076,71.6606
100,93,952.1847,469.7101,51.9541
100,94,950.2786,471.6426,71.6606
100,95,951.6395,470.1583,59.0869
100,96,825.1673,470.5295,44.9153
100,97,950.5459,471.3216,71.6606
100,98,948.8860,470.4657,63.0700
100,99,950.3775,471.3323,71.6606
200,0,950.5953,471.6213,71.6606
200,1,949.6384,472.7779,68.6363
200,2,950.3207,471.3250,71.6606
200,3,950.3220,471.3834,71.6606
200,4,950.6307,471.2496,71.6606
200,5,950.2367,471.4418,71.6606
200,6,950.6368,471.1394,71.6606
200,7,950.2428,471.2785,71.6606
200,8,950.5824,471.2893,71.6606
200,9,950.3570,471.3608,71.6606
200,10,950.3180,471.3203,71.6606
200,11,956.9848,466.7242,58.0099
200,12,950.5218,471.3397,71.6606
200,13,947.6231,467.9524,60.4034
200,14,950.3510,471.4611,71.6606
200,15,950.4756,471.3377,71.6606
200,16,950.6406,471.2713,71.6606
200,17,950.3980,471.4773,71.6606
200,18,948.6577,472.2416,63.1630
200,19,953.1652,471.4314,51.4077
200,20,950.5832,471.3579,71.6606
200,21,950.5377,471.3657,71.6606
200,22,947.7113,472.1633,60.0850
200,23,950.3558,471.5777,71.6606
200,24,950.5495,471.2846,71.6606
200,25,950.3532,471.3259,71.6606
200,26,950.4637,471.3230,71.6606
200,27,948.5832,471.3638,61.3394
200,28,950.6114,471.2809,71.6606
200,29,954.4881,476.0511,50.8811
200,30,950.5011,471.3962,71.6606
200,31,948.8458,472.3242,63.1630
200,32,949.3549,474.8513,62.6680
200,33,950.3803,471.3567,71.6606
200,34,948.9221,471.4121,61.3394
200,35,950.4973,471.3255,71.6606
200,36,948.8274,470.7916,63.0700
200,37,950.4541,471.2982,71.6606
200,38,950.2887,471.4253,71.6606
200,39,949.5861,474.2695,62.6680
200,40,950.3449,471.5065,71.6606
200,41,949.4194,472.0509,68.6363
200,42,948.3103,470.9650,63.0700
200,43,950.2225,471.4373,71.6606
200,44,950.5552,471.4403,71.6606
200,45,950.2696,471.2957,71.6606
200,46,949.0697,471.5196,67.3926
200,47,950.2989,471.4408,71.6606
200,48,949.6087,471.8478,67.3926
200,49,950.5258,471.3541,71.6606
200,50,950.5955,471.3737,71.6606
200,51,950.2307,471.4792,71.6606
200,52,950.5683,471.3501,71.6606
200,53,950.3925,470.9494,59.0431
200,54,952.1178,469.0246,51.9541
200,55,950.5389,471.3270,71.6606
200,56,948.8008,471.3219,61.3394
200,57,950.6095,471.4481,71.6606
200,58,950.3947,471.5386,71.6606
200,59,952.0786,471.4376,54.0084
200,60,950.2735,471.3108,71.6606
200,61,950.4554,471.3567,71.6606
200,62,950.5866,471.4354,71.6606
200,63,950.3134,471.4530,71.6606
200,64,950.5574,471.2741,71.6606
200,65,950.2810,471.3428,71.6606
200,66,950.2814,471.3761,71.6606
200,67,948.1781,472.0448,63.1630
200,68,950.4351,471.3591,71.6606
200,69,950.5473,471.3078,71.6606
200,70,950.1432,470.0807,59.0431
200,71,950.5787,471.4091,71.6606
200,72,950.2966,471.4146,71.6606
200,73,950.3250,471.3485,71.6606
200,74,950.3163,471.2676,71.6606
200,75,950.5354,471.5232,71.6606
200,76,948.8268,471.2210,61.3394
200,77,950.2644,471.4940,71.6606
200,78,950.4401,471.3047,71.6606
200,79,951.7818,476.4018,52.5217
200,80,950.2285,471.2790,71.6606
200,81,950.2818,471.2779,71.6606
200,82,950.5433,471.3498,71.6606
200,83,950.3319,471.6131,71.6606
200,84,950.4696,471.3257,71.6606
200,85,950.2520,471.2763,71.6606
200,86,950.3864,471.2980,71.6606
200,87,950.3626,471.3315,71.6606
200,88,950.4423,471.3513,71.6606
200,89,950.4093,471.5170,71.6606
200,90,951.8761,472.1450,56.8656
200,91,950.2405,471.6009,71.6606
200,92,950.3453,471.3932,71.6606
200,93,950.4297,471.3116,71.6606
200,94,950.3411,471.4669,71.6606
200,95,952.7391,469.1118,51.9541
200,96,949.0597,471.3479,67.3926
200,97,950.5710,471.3162,71.6606
200,98,950.2909,471.3033,71.6606
200,99,950.3775,471.3319,71.6606
300,0,950.4914,471.4933,71.6606
300,1,948.9129,474.1679,62.5671
300,2,950.2993,471.3136,71.6606
300,3,950.3100,471.3889,71.6606
300,4,950.5917,471.2662,71.6606
300,5,950.2623,471.4266,71.6606
300,6,950.4368,471.3088,71.6606
300,7,950.2415,471.2778,71.6606
300,8,950.4839,471.3221,71.6606
300,9,950.2757,471.3752,71.6606
300,10,950.2948,471.3068,71.6606
300,11,955.4756,467.7828,51.3398
300,12,950.6474,471.3246,71.6606
300,13,947.8580,468.2424,59.2929
300,14,950.3424,471.4915,71.6606
300,15,950.5452,471.3239,71.6606
300,16,950.5802,471.2911,71.6606
300,17,950.4037,471.5165,71.6606
300,18,948.9851,472.0734,63.1630
300,19,953.3823,471.4372,51.4077
300,20,950.5173,471.3575,71.6606
300,21,950.5792,471.3680,71.6606
300,22,949.0997,471.7437,67.3926
300,23,950.3629,471.5134,71.6606
300,24,950.6050,471.2610,71.6606
300,25,950.3495,471.3216,71.6606
300,26,950.5631,471.2829,71.6606
300,27,948.6058,471.3637,61.3394
300,28,950.5989,471.2850,71.6606
300,29,953.1622,474.5359,57.4642
300,30,950.4757,471.3879,71.6606
300,31,949.2585,472.0640,68.6363
300,32,949.4316,474.5899,62.6680
300,33,950.3803,471.3567,71.6606
300,34,949.5141,471.3896,67.3926
300,35,950.5301,471.3168,71.6606
300,36,949.1188,470.8977,47.6606
300,37,950.4135,471.3303,71.6606
300,38,950.2843,471.4286,71.6606
300,39,949.6210,474.1415,62.6680
300,40,950.3456,471.5035,71.6606
300,41,950.3855,471.3529,71.6606
300,42,949.2152,471.1362,67.3926
300,43,950.2528,471.4218,71.6606
300,44,950.5908,471.4574,71.6606
300,45,950.2576,471.2890,71.6606
300,46,948.0401,471.6477,61.3394
300,47,950.3128,471.4264,71.6606
300,48,948.9916,472.2406,63.1630
300,49,950.5168,471.3542,71.6606
300,50,950.4844,471.3649,71.6606
300,51,950.2756,471.4424,71.6606
300,52,950.4617,471.3538,71.6606
300,53,950.4492,469.0550,62.5304
300,54,951.6324,469.6762,51.2454
300,55,950.4886,471.3364,71.6606
300,56,948.9602,471.3254,61.3394
300,57,950.5222,471.4132,71.6606
300,58,950.3989,471.5918,71.6606
300,59,952.4736,471.4564,54.0084
300,60,950.2648,471.3070,71.6606
300,61,950.4289,471.3567,71.6606
300,62,950.5465,471.4201,71.6606
300,63,950.3105,471.4570,71.6606
300,64,950.5778,471.2646,71.6606
300,65,950.3050,471.3462,71.6606
300,66,950.3065,471.3712,71.6606
300,67,949.0861,471.7611,67.3926
300,68,950.4136,471.3582,71.6606
300,69,950.5555,471.3054,71.6606
300,70,950.1714,470.2324,59.0431
300,71,950.5946,471.4133,71.6606
300,72,950.2296,471.4609,71.6606
300,73,950.3177,471.3474,71.6606
300,74,950.3389,471.2990,71.6606
300,75,950.6023,471.5950,71.6606
300,76,948.3123,471.1761,61.3394
300,77,950.2667,471.4913,71.6606
300,78,950.4554,471.2913,71.6606
300,79,951.6909,476.0746,52.5217
300,80,950.2405,471.2851,71.6606
300,81,950.2564,471.2577,71.6606
300,82,950.4942,471.3518,71.6606
300,83,950.3500,471.5171,71.6606
300,84,950.4819,471.3214,71.6606
300,85,950.2460,471.2726,71.6606
300,86,950.3889,471.2738,71.6606
300,87,950.3568,471.3233,71.6606
300,88,950.5260,471.3442,71.6606
300,89,950.3975,471.4519,71.6606
300,90,950.6103,471.4779,71.6606
300,91,950.2587,471.5691,71.6606
300,92,950.3222,471.4172,71.6606
300,93,950.4728,471.2723,71.6606
300,94,950.3211,471.5232,71.6606
300,95,952.2225,469.6034,51.9541
300,96,948.9601,471.3473,61.3394
300,97,950.5413,471.3225,71.6606
300,98,950.2538,471.2812,71.6606
300,99,950.3779,471.3351,71.6606
400,0,950.5628,471.5812,71.6606
400,1,947.3742,477.1157,52.8301
400,2,950.2110,471.2668,71.6606
400,3,950.2974,471.3947,71.6606
400,4,950.5369,471.2897,71.6606
400,5,950.2795,471.4164,71.6606
400,6,950.4947,471.2598,71.6606
400,7,950.2967,471.3092,71.6606
400,8,950.5473,471.3010,71.6606
400,9,950.3070,471.3696,71.6606
400,10,950.2790,471.2976,71.6606
400,11,955.9648,467.4397,51.3398
400,12,950.4939,471.3430,71.6606
400,13,947.3802,467.6524,60.4034
400,14,950.3519,471.4577,71.6606
400,15,950.4827,471.3363,71.6606
400,16,950.6229,471.2771,71.6606
400,17,950.4100,471.5596,71.6606
400,18,948.8779,472.1285,63.1630
400,19,950.5845,471.3621,71.6606
400,20,950.5448,471.3577,71.6606
400,21,950.6529,471.3722,71.6606
400,22,948.3171,471.9802,61.3394
400,23,950.3637,471.5066,71.6606
400,24,950.6335,471.2489,71.6606
400,25,950.3562,471.3292,71.6606
400,26,950.5621,471.2833,71.6606
400,27,947.9556,471.3663,61.8399
400,28,950.6632,471.2639,71.6606
400,29,952.8562,474.1861,67.0880
400,30,950.4767,471.3882,71.6606
400,31,949.0490,472.1961,68.6363
400,32,949.4139,474.6502,62.6680
400,33,950.3803,471.3567,71.6606
400,34,948.2184,471.4389,61.3394
400,35,950.4779,471.3307,71.6606
400,36,949.3653,470.9873,47.6606
400,37,950.4427,471.3072,71.6606
400,38,950.2765,471.4344,71.6606
400,39,949.3737,475.0484,58.4467
400,40,950.3144,471.6357,71.6606
400,41,950.3286,471.3941,71.6606
400,42,948.9278,471.0818,61.3394
400,43,950.2673,471.4143,71.6606
400,44,950.5337,471.4300,71.6606
400,45,950.2113,471.2636,71.6606
400,46,947.7120,471.6885,61.8399
400,47,950.3350,471.4036,71.6606
400,48,949.6662,471.8112,67.3926
400,49,950.5337,471.3539,71.6606
400,50,950.5401,471.3693,71.6606
400,51,950.2936,471.4277,71.6606
400,52,950.5328,471.3513,71.6606
400,53,950.4407,469.3397,62.5304
400,54,951.9135,469.2988,51.2454
400,55,950.4946,471.3353,71.6606
400,56,950.3387,471.3557,71.6606
400,57,950.6397,471.4601,71.6606
400,58,950.3956,471.5499,71.6606
400,59,952.7375,471.4690,54.0084
400,60,950.2869,471.3165,71.6606
400,61,950.4287,471.3567,71.6606
400,62,950.5175,471.4090,71.6606
400,63,950.3186,471.4454,71.6606
400,64,950.6043,471.2522,71.6606
400,65,950.2766,471.3422,71.6606
400,66,950.2938,471.3737,71.6606
400,67,948.5946,471.9147,61.3394
400,68,950.4510,471.3599,71.6606
400,69,950.5341,471.3116,71.6606
400,70,950.2426,470.6156,59.0431
400,71,950.6893,471.4384,71.6606
400,72,950.2716,471.4319,71.6606
400,73,950.3172,471.3473,71.6606
400,74,950.3315,471.2887,71.6606
400,75,950.5277,471.5150,71.6606
400,76,948.4126,471.1849,61.3394
400,77,950.3646,471.3753,71.6606
400,78,950.4261,471.3169,71.6606
400,79,951.8579,476.6759,52.5217
400,80,950.3189,471.3252,71.6606
400,81,950.2739,471.2716,71.6606
400,82,950.5497,471.3495,71.6606
400,83,950.3429,471.5546,71.6606
400,84,950.4635,471.3278,71.6606
400,85,950.2605,471.2817,71.6606
400,86,950.3943,471.2220,71.6606
400,87,950.3488,471.3120,71.6606
400,88,950.4822,471.3479,71.6606
400,89,950.4087,471.5139,71.6606
400,90,950.5205,471.4305,71.6606
400,91,950.2666,471.5552,71.6606
400,92,950.3594,471.3784,71.6606
400,93,950.4637,471.2806,71.6606
400,94,950.2804,471.6376,71.6606
400,95,950.4892,471.2531,71.6606
400,96,950.2849,471.3560,71.6606
400,97,950.5358,471.3237,71.6606
400,98,950.2636,471.2871,71.6606
400,99,950.3780,471.3367,71.6606
500,0,950.4904,471.4921,71.6606
500,1,948.0216,475.8755,64.3170
500,2,950.2583,471.2919,71.6606
500,3,950.3038,471.3918,71.6606
500,4,950.5678,471.2765,71.6606
500,5,950.2263,471.4479,71.6606
500,6,950.5790,471.1884,71.6606
500,7,950.2612,471.2890,71.6606
500,8,950.5719,471.2928,71.6606
500,9,950.2512,471.3796,71.6606
500,10,950.2899,471.3039,71.6606
500,11,956.9230,466.7676,58.0099
500,12,950.5444,471.3370,71.6606
500,13,948.2849,468.7695,62.9213
500,14,950.3441,471.4857,71.6606
500,15,950.4934,471.3342,71.6606
500,16,950.6171,471.2790,71.6606
500,17,950.4058,471.5309,71.6606
500,18,950.2097,471.4443,71.6606
500,19,950.5462,471.3611,71.6606
500,20,950.5428,471.3577,71.6606
500,21,950.6817,471.3739,71.6606
500,22,950.3110,471.3776,71.6606
500,23,950.3573,471.5636,71.6606
500,24,950.6416,471.2454,71.6606
500,25,950.3574,471.3306,71.6606
500,26,950.6167,471.2612,71.6606
500,27,948.0745,471.3658,61.3394
500,28,950.5819,471.2906,71.6606
500,29,953.4551,474.8705,57.4642
500,30,950.5347,471.4072,71.6606
500,31,949.4525,471.9417,67.3926
500,32,949.5463,474.1992,62.6680
500,33,950.3803,471.3567,71.6606
500,34,950.2730,471.3607,71.6606
500,35,950.5990,471.2985,71.6606
500,36,948.9998,470.8544,63.0700
500,37,950.4391,471.3100,71.6606
500,38,950.3393,471.3874,71.6606
500,39,949.4371,474.8160,62.6680
500,40,950.3242,471.5942,71.6606
500,41,950.2637,471.4409,71.6606
500,42,949.0915,471.1128,67.3926
500,43,950.3043,471.3955,71.6606
500,44,950.4992,471.4135,71.6606
500,45,950.3167,471.3216,71.6606
500,46,948.8664,471.5449,61.3394
500,47,950.2418,471.4999,71.6606
500,48,949.2298,472.0890,68.6363
500,49,950.6306,471.3522,71.6606
500,50,950.5212,471.3678,71.6606
500,51,950.2807,471.4382,71.6606
500,52,950.5222,471.3517,71.6606
500,53,950.4440,469.2286,62.5304
500,54,952.0120,469.1666,51.9541
500,55,950.4762,471.3387,71.6606
500,56,950.2847,471.3545,71.6606
500,57,950.5289,471.4159,71.6606
500,58,950.3984,471.5863,71.6606
500,59,952.5998,471.4624,54.0084
500,60,950.3259,471.3333,71.6606
500,61,950.4457,471.3567,71.6606
500,62,950.5799,471.4328,71.6606
500,63,950.3321,471.4260,71.6606
500,64,950.6071,471.2509,71.6606
500,65,950.2886,471.3439,71.6606
500,66,950.2862,471.3752,71.6606
500,67,947.9948,472.1021,60.0850
500,68,950.4209,471.3585,71.6606
500,69,950.5215,471.3153,71.6606
500,70,950.2328,470.5627,59.0431
500,71,950.5464,471.4006,71.6606
500,72,950.2623,471.4383,71.6606
500,73,950.3301,471.3492,71.6606
500,74,950.3617,471.3307,71.6606
500,75,950.4978,471.4828,71.6606
500,76,949.0181,471.2377,67.3926
500,77,950.3016,471.4499,71.6606
500,78,950.4246,471.3182,71.6606
500,79,950.4356,471.5558,71.6606
500,80,950.2626,471.2964,71.6606
500,81,950.2712,471.2695,71.6606
500,82,950.6222,471.3464,71.6606
500,83,950.3544,471.4938,71.6606
500,84,950.4032,471.3487,71.6606
500,85,950.2855,471.2973,71.6606
500,86,950.3943,471.2217,71.6606
500,87,950.3650,471.3349,71.6606
500,88,950.4588,471.3499,71.6606
500,89,950.4155,471.5515,71.6606
500,90,950.4818,471.4102,71.6606
500,91,950.2894,471.5155,71.6606
500,92,950.3000,471.4404,71.6606
500,93,950.4666,471.2779,71.6606
500,94,950.2984,471.5871,71.6606
500,95,950.4560,471.2847,71.6606
500,96,950.2925,471.3561,71.6606
500,97,950.5637,471.3178,71.6606
500,98,950.2753,471.2940,71.6606
500,99,950.3794,471.3483,71.6606
600,0,950.6014,471.6287,71.6606
600,1,947.0623,477.7131,52.8301
600,2,950.2650,471.2955,71.6606
600,3,950.3083,471.3897,71.6606
600,4,950.6499,471.2414,71.6606
600,5,950.3011,471.4036,71.6606
600,6,950.4941,471.2603,71.6606
600,7,950.2133,471.2618,71.6606
600,8,950.5275,471.3076,71.6606
600,9,950.2540,471.3790,71.6606
600,10,950.2773,471.2966,71.6606
600,11,954.1932,468.6823,57.6776
600,12,950.4952,471.3429,71.6606
600,13,948.7776,469.3778,68.3495
600,14,950.3712,471.3891,71.6606
600,15,950.5058,471.3317,71.6606
600,16,950.5006,471.3172,71.6606
600,17,950.4069,471.5383,71.6606
600,18,950.1790,471.4601,71.6606
600,19,950.5105,471.3601,71.6606
600,20,950.4419,471.3570,71.6606
600,21,950.5573,471.3668,71.6606
600,22,950.2963,471.3820,71.6606
600,23,950.3563,471.5732,71.6606
600,24,950.7010,471.2201,71.6606
600,25,950.3436,471.3150,71.6606
600,26,950.5639,471.2825,71.6606
600,27,947.9670,471.3662,61.8399
600,28,950.4969,471.3184,71.6606
600,29,955.0094,476.6469,48.8521
600,30,950.6142,471.4332,71.6606
600,31,948.0580,472.8209,63.1630
600,32,949.6704,473.7761,55.5210
600,33,950.3803,471.3567,71.6606
600,34,950.2567,471.3614,71.6606
600,35,950.4480,471.3387,71.6606
600,36,948.8791,470.8105,63.0700
600,37,950.4537,471.2984,71.6606
600,38,950.2852,471.4279,71.6606
600,39,949.4557,474.7478,62.6680
600,40,950.3366,471.5419,71.6606
600,41,950.2177,471.4741,71.6606
600,42,948.7360,471.0455,61.3394
600,43,950.2805,471.4076,71.6606
600,44,950.5453,471.4356,71.6606
600,45,950.2114,471.2636,71.6606
600,46,947.9517,471.6586,61.8399
600,47,950.3268,471.4120,71.6606
600,48,949.4862,471.9258,67.3926
600,49,950.4828,471.3548,71.6606
600,50,950.6223,471.3758,71.6606
600,51,950.2661,471.4502,71.6606
600,52,950.5447,471.3509,71.6606
600,53,950.4649,468.5305,64.2184
600,54,951.8595,469.3713,51.2454
600,55,950.4611,471.3416,71.6606
600,56,950.2483,471.3537,71.6606
600,57,950.5847,471.4382,71.6606
600,58,950.3900,471.4799,71.6606
600,59,954.3025,471.5435,66.2860
600,60,950.3141,471.3282,71.6606
600,61,950.4127,471.3567,71.6606
600,62,950.5252,471.4120,71.6606
600,63,950.2744,471.5090,71.6606
600,64,950.5771,471.2649,71.6606
600,65,950.3048,471.3462,71.6606
600,66,950.3046,471.3715,71.6606
600,67,948.3173,472.0013,63.1630
600,68,950.4178,471.3584,71.6606
600,69,950.4640,471.3322,71.6606
600,70,950.0339,469.4924,62.5304
600,71,950.5811,471.4098,71.6606
600,72,950.2617,471.4387,71.6606
600,73,950.3170,471.3473,71.6606
600,74,950.3505,471.3151,71.6606
600,75,950.5773,471.5681,71.6606
600,76,947.8864,471.1389,61.8399
600,77,950.2655,471.4927,71.6606
600,78,950.4463,471.2993,71.6606
600,79,950.4368,471.5600,71.6606
600,80,950.3175,471.3245,71.6606
600,81,950.3175,471.3065,71.6606
600,82,950.5712,471.3486,71.6606
600,83,950.3410,471.5647,71.6606
600,84,950.4743,471.3240,71.6606
600,85,950.2604,471.2816,71.6606
600,86,950.3882,471.2804,71.6606
600,87,950.3656,471.3357,71.6606
600,88,950.4085,471.3542,71.6606
600,89,950.4206,471.5794,71.6606
600,90,950.5564,471.4494,71.6606
600,91,950.2551,471.5753,71.6606
600,92,950.3217,471.4178,71.6606
600,93,950.4630,471.2812,71.6606
600,94,950.3229,471.5182,71.6606
600,95,950.4503,471.2901,71.6606
600,96,950.3067,471.3562,71.6606
600,97,950.5603,471.3185,71.6606
600,98,950.2732,471.2928,71.6606
600,99,950.3764,471.3227,71.6606
